###############################################################
## Evolution started on Fri May 28 00:08:56 2021
###############################################################
0 	 0.0336408551 	 0.0013150700 	 0.0000000000
1 	 0.0338257594 	 0.0098959203 	 0.0000000000
2 	 0.0407653148 	 0.0095014045 	 0.0000000000
3 	 0.0407653148 	 0.0119854906 	 0.0000000000
4 	 0.0407653148 	 0.0152958483 	 0.0000000000
5 	 0.0456377836 	 0.0182489467 	 0.0000000000
6 	 0.0456377836 	 0.0178327334 	 0.0000000000
7 	 0.0478714872 	 0.0168364792 	 0.0000000000
8 	 0.0478714872 	 0.0208322252 	 0.0000000000
9 	 0.0823818163 	 0.0179613439 	 0.0000000000
10 	 0.0823818163 	 0.0175239727 	 0.0000000000
11 	 0.0823818163 	 0.0255240989 	 0.0000000000
12 	 0.0823818163 	 0.0207348763 	 0.0000000000
13 	 0.0840268271 	 0.0233552225 	 0.0000000000
14 	 0.0840268271 	 0.0278127901 	 0.0000000000
15 	 0.0841737507 	 0.0208489981 	 0.0000000000
16 	 0.0924054155 	 0.0254793843 	 0.0000000000
17 	 0.0960077513 	 0.0258081986 	 0.0000000000
18 	 0.0960077513 	 0.0280559524 	 0.0000000000
19 	 0.0960077513 	 0.0298209747 	 0.0000000000
20 	 0.1019689523 	 0.0265533808 	 0.0000000000
21 	 0.1019689523 	 0.0339685240 	 0.0000000000
22 	 0.1024698733 	 0.0333322995 	 0.0000000000
23 	 0.1036414720 	 0.0413189475 	 0.0000000000
24 	 0.1061202545 	 0.0479093666 	 0.0000000000
25 	 0.1076667924 	 0.0530071019 	 0.0000000000
26 	 0.1137060047 	 0.0518224979 	 0.0000000000
27 	 0.1137060047 	 0.0400845113 	 0.0000000000
28 	 0.1137060047 	 0.0407625712 	 0.0000000000
29 	 0.1137060047 	 0.0562527325 	 0.0000000000
30 	 0.1137060047 	 0.0404710600 	 0.0000000000
31 	 0.1137060047 	 0.0448905781 	 0.0000000000
32 	 0.1137060047 	 0.0417834502 	 0.0000000000
33 	 0.1137060047 	 0.0417322108 	 0.0000000000
34 	 0.1263856684 	 0.0435691008 	 0.0000000000
35 	 0.1263856684 	 0.0424978947 	 0.0000000000
36 	 0.1263856684 	 0.0413802637 	 0.0000000000
37 	 0.1263856684 	 0.0542284139 	 0.0000000000
38 	 0.1263856684 	 0.0501525985 	 0.0000000000
39 	 0.1271654575 	 0.0579058740 	 0.0000000000
40 	 0.1271654575 	 0.0460943475 	 0.0000000000
41 	 0.1271654575 	 0.0458206199 	 0.0000000000
42 	 0.1271654575 	 0.0388851126 	 0.0000000000
43 	 0.1271654575 	 0.0403911483 	 0.0000000000
44 	 0.1271654575 	 0.0423537195 	 0.0000000000
45 	 0.1271654575 	 0.0407143910 	 0.0000000000
46 	 0.1271654575 	 0.0475111537 	 0.0000000000
47 	 0.1271654575 	 0.0607327110 	 0.0000000000
48 	 0.1271654575 	 0.0522243419 	 0.0000000000
49 	 0.1271654575 	 0.0467226524 	 0.0000000000
50 	 0.1271654575 	 0.0534609085 	 0.0000000000
51 	 0.1271654575 	 0.0427387441 	 0.0000000000
52 	 0.1272814669 	 0.0455463392 	 0.0000000000
53 	 0.1272814669 	 0.0523145251 	 0.0000000000
54 	 0.1272814669 	 0.0436582443 	 0.0000000000
55 	 0.1272814669 	 0.0539938129 	 0.0000000000
56 	 0.1272814669 	 0.0501724062 	 0.0000000000
57 	 0.1272814669 	 0.0462163196 	 0.0000000000
58 	 0.1272814669 	 0.0465556459 	 0.0000000000
59 	 0.1272814669 	 0.0353025380 	 0.0000000000
60 	 0.1272814669 	 0.0514626105 	 0.0000000000
61 	 0.1273413029 	 0.0614865104 	 0.0000000000
62 	 0.1273413029 	 0.0538211603 	 0.0000000000
63 	 0.1273413029 	 0.0585517465 	 0.0000000000
64 	 0.1273413029 	 0.0489744374 	 0.0000000000
65 	 0.1273413029 	 0.0389226665 	 0.0000000000
66 	 0.1273413029 	 0.0458881627 	 0.0000000000
