8 21 36 0.2
0		0		3414		1707		938		563		663		1575		2214		3541
0		0.1745329		3216		1145		612		568		653		1666		2905		3635
0		0.3490659		2962		864		506		568		655		1771		3201		3631
0		0.5235988		2650		770		412		568		693		2080		3454		3536
0		0.6981317		2062		633		369		567		816		2618		3633		3365
0		0.8726646		1683		349		355.5		567		941		3149		3701		3145
0		1.047198		1530		244		354		568		1333		3433		3666		2675
0		1.221730		1471		168		354		567		1526		3567		3530		2084
0		1.396263		1018.5		148		356		573		1575		3648		3320		1638
0		1.570796		828		144		352		603		1788		3659		3083		1386
0		1.745329		682		143		355		697		2250		3595		2859		1194
0		1.919862		596		142		355		803		2791		3413		2671		955
0		2.094395		572		141		359.5		1136		3278		2881		2518		757
0		2.268928		569		141		359.5		1292		3494		2332		2392		642
0		2.443461		568		141		365		1361		3616		1790		2047		603
0		2.617994		568		141		393		1570		3650		1411		1466		598
0		2.792527		566		141		496		2028		3592		1228		969		598
0		2.96706		562		142		606		2563		3442		1152		572		598
0		3.141593		547.5		161		931		3106		3214		940		350		595
0		3.316126		544		234		1149		3450		2787		765		296		579
0		3.490659		548		386		1195		3604		2246		687		286		568
0		3.665191		552		517		1371		3653		1769		641		284		563
0		3.839724		553		986		1760		3598		1512		626		285		570
0		4.014257		615		1123		2260		3435		1420		616		286		581
0		4.18879		772		1199		2792		3083		1306		613.5		286		588
0		4.363323		995		1478		3265		2628		932		616		287		605
0		4.537856		1400		2078		3562		2090		815		619		287		685
0		4.712389		1436		2781		3620		1635.5		701		618		287		840.5
0		4.886922		1649		3333		3554		1400		647		617		292		1020
0		5.061455		2129		3546		3253		1318		638		617		316		1536
0		5.235988		2756		3680		2858		1194		636		620		413		1640
0		5.410521		3054		3723		2403		830		636		625		573		1752
0		5.585054		3313		3676		1873		710		636		656		895.5		2094
0		5.759587		3499		3529		1426		593		642		756		1223		2658
0		5.93412		3589		3113		1185		544		653		905		1312		3094
0		6.108652		3578		2461		1101		535		657		1094		1572		3336
0.01		0		3087		1347		794		533		657		1288		1751		3122
0.01		0.1745329		2953		1065		588		532		658		1717		2221		3219
0.01		0.3490659		2661		923		480		534		670		1805		2699		3239
0.01		0.5235988		2238		855		388		537		698		1932		2908		3178
0.01		0.6981317		1891		526		354		542		794		2197		3070.5		3042
0.01		0.8726646		1702		352		348		543		920		2545		3155		2696
0.01		1.047198		1609		243		351		552		1087		2909		3167		2219.5
0.01		1.221730		1316		169		349		561		1525		3185		3110		1811
0.01		1.396263		927		150		350		569		1647		3308		2983		1524
0.01		1.570796		813		147		349		588		1729		3288		2824		1339
0.01		1.745329		679		151		348		657.5		1959		3114		2646		1172.5
0.01		1.919862		608		159		349		760		2309		2786		2475		868
0.01		2.094395		591		157		347		914		2727		2360		2343		719
0.01		2.268928		588		158		347		1297		3081		1931.5		2134		618
0.01		2.443461		587		160		353		1394		3263		1584		1672		583
0.01		2.617994		587		163		378		1483		3307		1392		1199		575
0.01		2.792527		577		175		457		1700		3264		1304		823		564
0.01		2.96706		554		172		578		2037		3069		1171		517.5		565
0.01		3.141593		545		167		709		2449		2721		868		348		578
0.01		3.316126		546		198		1069		2815		2327		752		292		594
0.01		3.490659		557		304		1253		3072.5		1944		663		269		600
0.01		3.665191		572.5		431		1303		3170		1711		619		256		598
0.01		3.839724		588.5		628		1475		3119		1579		611		247		591
0.01		4.014257		627		1094		1740		2918.5		1503		617		243		582.5
0.01		4.18879		757		1229		2108		2597.5		1184		619		242		580.5
0.01		4.363323		891		1330		2459		2208		928		620		242		588
0.01		4.537856		1289		1581		2724		1825		833		619		243		645
0.01		4.712389		1578		1981		2821		1586		727		619		243		785
0.01		4.886922		1614		2452		2764.5		1457		681		618		246		928
0.01		5.061455		1809		2864		2570		1377		670		615		264		1218
0.01		5.235988		2177		3122		2259		1034		670		617		334		1701
0.01		5.410521		2629		3173		1902		801		670		623		476		1790.5
0.01		5.585054		2885		3053		1557		701		670		641		646		1942
0.01		5.759587		3031		2756		1338		603		670		709		1090		2225
0.01		5.93412		3123		2321		1222		560		670		843		1345		2629
0.01		6.108652		3131		1813		1141		548		670		978		1448		2980
0.02		0		2733		1201		676		548		670		1076		1595		2752
0.02		0.1745329		2549		1042		562		551		670		1436		1852		2867
0.02		0.3490659		2293		962.5		460		552		674		1771		2164		2862
0.02		0.5235988		2041.5		754		382		552		692		1892		2481		2762
0.02		0.6981317		1844		436		358		552		759		2018		2714		2541.5
0.02		0.8726646		1715		330		352		556		880		2221		2813		2247
0.02		1.047198		1531.5		230		348		558		983		2418		2838		1935
0.02		1.221730		1133		173		347		558.5		1232		2578		2802		1671
0.02		1.396263		904		156		347		562		1623		2657		2718		1481
0.02		1.570796		801		151		350		575		1748		2626		2621		1366
0.02		1.745329		674		151		348		625		1845		2490		2509		1096
0.02		1.919862		610		154		346		724		2035		2271		2381.5		845
0.02		2.094395		592		163		347		809		2258		2010		2202		710
0.02		2.268928		577		177		358		1012.5		2473		1767		1896		603
0.02		2.443461		555		171		378		1368		2639		1558		1450		572
0.02		2.617994		546		153		392		1490.5		2698		1426		1112		583
0.02		2.792527		552		142		435		1603		2665		1324		787		598
0.02		2.96706		564		142		527		1801		2538		1057		481		598
0.02		3.141593		586		155		614		2034		2336.5		830		306		588
0.02		3.316126		583		200.5		800		2263		2092		758		256		569
0.02		3.490659		564		296		1173		2436		1859		684		266		560
0.02		3.665191		552		421		1342		2529		1693		641		279		565
0.02		3.839724		549		523		1434		2509		1575		625		283		570
0.02		4.014257		575		828		1597		2394		1367		620		284		577
0.02		4.18879		683		1211		1802		2177		1012		615		284		583
0.02		4.363323		819		1313		1993		1946		882		610		277		604
0.02		4.537856		1029		1437		2155		1735		795		608		260		648
0.02		4.712389		1492		1663		2224		1587		709		607		250		753
0.02		4.886922		1689		1911		2194		1491		678		611		248		893
0.02		5.061455		1756		2164		2069.5		1258		672		616		258		1026
0.02		5.235988		1934		2335		1886		921		671		620		306		1421
0.02		5.410521		2202		2376		1670		781		670		627		425		1789
0.02		5.585054		2489		2290		1475		671		665		649		574		1898
0.02		5.759587		2728		2091		1354		579		656		699		816		2041
0.02		5.93412		2832		1809		1274		544		650		806		1279		2268
0.02		6.108652		2846		1497		1046		536		647		936		1478		2511
0.03		0		2463		1199		659		539		641		999		1607		2438
0.03		0.1745329		2312		1084		577		546		637		1186		1752		2518
0.03		0.3490659		2113		936		478		562		641		1539		1950		2519
0.03		0.5235988		1945		615		395		569		671		1822		2175		2453
0.03		0.6981317		1838		407.5		357		553		733		1974		2360		2299
0.03		0.8726646		1677		343		356		533		831		2108		2503		2027
0.03		1.047198		1345		249		364.5		532		925		2233		2557.5		1789
0.03		1.221730		982		185		377		539		1036		2337		2589		1608
0.03		1.396263		849		164.5		378		550		1354		2374.5		2559		1487
0.03		1.570796		742		154		376		566		1678		2326		2513		1296.5
0.03		1.745329		625		153		374		603		1818		2220		2423		983
0.03		1.919862		568		150.5		375		695		1929		2061		2311		814
0.03		2.094395		556		147		376		797		2069		1861		2042		709
0.03		2.268928		562		142		365		919		2226		1665		1599		631
0.03		2.443461		570		141		359		1221		2332		1543		1218		605
0.03		2.617994		577		144		366		1499		2376		1433		942		597
0.03		2.792527		586.5		149		403		1613		2355		1219		658		589
0.03		2.96706		583		146		495		1727		2270		930		420		593
0.03		3.141593		572		147		591		1878		2120		801		305		598
0.03		3.316126		561		168		694		2043		1943		725		274		598
0.03		3.490659		559		234		950		2166		1800		652		268		599
0.03		3.665191		550.5		359		1270		2221		1674		620		277		595
0.03		3.839724		549		468		1435		2202		1501		617		283		581
0.03		4.014257		570		629.5		1535		2124		1183		625		283		569
0.03		4.18879		645		981		1652		1986		947		624		284		573
0.03		4.363323		782		1283		1792		1814		863		624		284		578
0.03		4.537856		899		1425		1904		1674.5		771		629		283		601
0.03		4.712389		1205		1551		1948		1562		693		634		270		678
0.03		4.886922		1615		1707		1931		1393		667		635		260		813
0.03		5.061455		1806		1867		1866		1069.5		663		636		265		933
0.03		5.235988		1905		1963		1742		840		661		636		298		1120
0.03		5.410521		2056		1966.5		1581		762		669		629		382		1549
0.03		5.585054		2257		1887		1466		666		670		634		518		1856
0.03		5.759587		2413		1746		1364		597		671		663		656		2020
0.03		5.93412		2475		1557		1191		580		655		741		976		2160
0.03		6.108652		2492		1338		872		572		647		865		1410		2317
0.04		0		2250		1190		631		565		640		937		1504.5		2292
0.04		0.1745329		2143		1047.5		561		555		637		1052.5		1726		2332
0.04		0.3490659		2022.5		790		468		552		639		1282		1872		2313
0.04		0.5235988		1895		506		403		549		650		1621		2019		2240
0.04		0.6981317		1737		394		381		539		688		1888.5		2154		2092
0.04		0.8726646		1477		323.5		367		532		784		2049		2258		1918
0.04		1.047198		1129		237		370		531		894		2137		2362		1761
0.04		1.221730		936		193		355.5		533		993		2194		2381		1615
0.04		1.396263		864		171		348		544		1167		2192		2360		1437
0.04		1.570796		750		158		347		561		1496		2140		2348		1146
0.04		1.745329		644		147		355		604		1755		2063		2302		917
0.04		1.919862		579		143		369		681		1907		1937		2086		801
0.04		2.094395		560		145		370		772		2001		1803		1733		699
0.04		2.268928		550		154		376		840		2090		1686		1345		614
0.04		2.443461		549		165.5		378		991		2155		1567		1095		579
0.04		2.617994		567		178		376		1282		2185		1378		859		563
0.04		2.792527		587		167		387		1539		2186		1101		608		575
0.04		2.96706		584		149		454		1702		2121		881		403		592
0.04		3.141593		564		146		557		1810		2006		795		309		599
0.04		3.316126		556		160		645		1915		1896		717		279.5		599
0.04		3.490659		549		211		772		1993		1773.5		653		277		595
0.04		3.665191		546		317		1036		2033.5		1607		622		278		589
0.04		3.839724		547		438		1308		2029		1346		626		283		570
0.04		4.014257		576		542		1485		1975		1069		634		266		561
0.04		4.18879		643		735		1595		1880		937		634		256		561
0.04		4.363323		778		1061		1681		1787		879		621.5		243		582
0.04		4.537856		876		1314		1754		1685		779		611		252		620
0.04		4.712389		996		1475		1797		1523		685		609.5		274		685
0.04		4.886922		1316		1600		1810		1234		648		624		288		776
0.04		5.061455		1692		1702		1763		941		656		635		270		891
0.04		5.235988		1899.5		1748		1662		825		672		621		276		1014
0.04		5.410521		2029		1743.5		1563		757		671		619		352		1287
0.04		5.585054		2125		1696		1457		671		661		617		485		1664
0.04		5.759587		2215		1592		1284		605		653		644		614		1936
0.04		5.93412		2276		1443		1008		579		656		712		773		2101
0.04		6.108652		2294		1308		746		573		644		826		1142		2206
0.05		0		2110		989		574		550		638		957		1399		2215
0.05		0.1745329		1989		688		477		559		639		1047		1687		2220
0.05		0.3490659		1845		477		413		561		644		1219		1868		2178.5
0.05		0.5235988		1622		379		382		569		666.5		1490		2003		2084
0.05		0.6981317		1340		308		373		569		719		1754		2103		1964
0.05		0.8726646		1060		220		367.5		570		816		1956		2190		1818
0.05		1.047198		918		170		362		569		911		2060		2254		1640
0.05		1.221730		845.5		149		363		571		987.5		2104		2280		1387
0.05		1.396263		754		145		361		573		1122		2089		2245		1116
0.05		1.570796		650		144		366		586		1376		2031		2118		915
0.05		1.745329		593		143		362.5		625		1646		1945		1872.5		819
0.05		1.919862		574		142		360		704		1865		1827		1518		722
0.05		2.094395		563		141		365		791		1989		1694		1215		644
0.05		2.268928		560		141		370		865		2069		1507		1013		609
0.05		2.443461		556		141		377		995		2096		1270.5		850		600
0.05		2.617994		553		141		386		1243.5		2089		1020		640		599
0.05		2.792527		561		141		423		1504		2052		869		442		599
0.05		2.96706		583		147.5		488		1699		1992		802.5		312		595
0.05		3.141593		587		174		574		1818		1896		744		259		574
0.05		3.316126		575		210		645		1896		1743		685		257		562
0.05		3.490659		569		275		752		1943		1513		649		258		561
0.05		3.665191		567		378		957		1949		1243		637		265		560
0.05		3.839724		563		469		1222		1918		1020		634		273		560
0.05		4.014257		588		548		1440		1852		921		631		277		564
0.05		4.18879		671.5		714		1584		1754		857.5		634		274		564
0.05		4.363323		795		991		1673		1605		776		636		266		573
0.05		4.537856		898		1277		1718		1380		708		636		257		607
0.05		4.712389		1035		1467		1729		1121		681		630		246		694
0.05		4.886922		1298		1576		1698		922		673		621		247		828
0.05		5.061455		1590		1636		1642		841		662		610		267		944
0.05		5.235988		1830		1654		1554		775		645		610		331		1045
0.05		5.410521		1997		1641		1403		666		638		628		427		1219
0.05		5.585054		2132		1581		1163		581		646		651		535		1527
0.05		5.759587		2210		1482		904		549		656		690		621		1806
0.05		5.93412		2242		1364		704		540		663		772		754		2031
0.05		6.108652		2217		1212.5		613		544		670		866		1011		2162
0.06		0		2056		824		528		549		672		926		1100		2120
0.06		0.1745329		1927		590		444		546		673		1000		1403		2141
0.06		0.3490659		1730		445		387		549		676		1100		1655		2106
0.06		0.5235988		1473		381		364		547		689		1277		1817		2012
0.06		0.6981317		1202		311		352		544		728		1523		1932		1882
0.06		0.8726646		1010.5		243		354		537		800		1754		2005		1702
0.06		1.047198		905		200		360		532		890		1927		2054		1454.5
0.06		1.221730		824		181		370		534		953		2006		2066		1195
0.06		1.396263		711		165		378		547		1026		2014		2021		977
0.06		1.570796		623		149		372		577.5		1186		1960		1849		869
0.06		1.745329		593		144		358		617		1440		1864		1561		795
0.06		1.919862		594		151		349		672		1692		1744		1262		697
0.06		2.094395		585		173		355.5		742		1879		1583		1041.5		609
0.06		2.268928		562		175		369		803		1980		1371		920		572
0.06		2.443461		549		158		379		898		2018		1128		781		580
0.06		2.617994		554		143		383		1072		2019		940		593		599.5
0.06		2.792527		574		142		407		1304		1986		845		409		598
0.06		2.96706		588		162		461		1522		1925		801		302		579
0.06		3.141593		573		184		550		1690		1783		742		271		562
0.06		3.316126		553		198		634		1803		1575		677		282		564
0.06		3.490659		548		230		702		1880		1324		629		284		585
0.06		3.665191		571		310		805		1912		1122		611		259		599
0.06		3.839724		593		417		985		1878		996		616		243		587
0.06		4.014257		609		507		1208		1792		925		633		249		567.5
0.06		4.18879		652		600		1412		1652		845		634		269		565
0.06		4.363323		741		758		1559		1471		754		620		285		587
0.06		4.537856		851		1002		1628		1254		698		608		263		632
0.06		4.712389		955		1260		1634		1019		686		623		243		675
0.06		4.886922		1082		1458		1616		861		653		636		271		762
0.06		5.061455		1306		1544		1555		813		640		617		297		887
0.06		5.235988		1594		1570		1409		762		656		609		303		987
0.06		5.410521		1852		1561		1196		663		672		622		356		1088
0.06		5.585054		2015		1509		970		586.5		670		642		465		1283.5
0.06		5.759587		2106		1424		787		549		656		678		583		1544
0.06		5.93412		2121		1274		683		549		638		734		698		1810
0.06		6.108652		2079		1061		618		572		645		814		848		2012
0.07		0		1892		666		509		557		672		888		894		1936
0.07		0.1745329		1737		523		446		533		658		976		1150		1961
0.07		0.3490659		1485		418		411		551		641		1030		1428		1939
0.07		0.5235988		1271		352		369		569		670		1128		1614		1886
0.07		0.6981317		1088		302.5		352		542		716		1315.5		1734		1726
0.07		0.8726646		944		240		369		532		761		1525		1834		1514
0.07		1.047198		860		171		379		559		840		1690		1893		1301
0.07		1.221730		828		156		352		565		945		1797		1846		1099
0.07		1.396263		728		179		357		537.5		1002		1860		1724		913
0.07		1.570796		618		164.5		376		557		1067		1828		1573		833
0.07		1.745329		592		144		362		607		1241		1726		1326		784
0.07		1.919862		592		169		353		634		1458		1606		1102		674
0.07		2.094395		558		172		371		707		1642		1421		972		602
0.07		2.268928		550		148		374		804		1780		1202		863		601
0.07		2.443461		580		146		358		870		1885		1015		693		596
0.07		2.617994		582		171.5		368		937		1911		916.5		528		570
0.07		2.792527		549		170		411		1091		1850		853.5		417		567
0.07		2.96706		554		143		455.5		1321		1758		777		324.5		599
0.07		3.141593		586		159		513		1514		1619		714		259		587
0.07		3.316126		575		197		593.5		1640		1413		677		257.5		562
0.07		3.490659		549		231.5		672		1726		1186		642.5		283		567
0.07		3.665191		549		290.5		738		1769		1028		619.5		284		586
0.07		3.839724		568		373		846		1754		948		609		266		599
0.07		4.014257		604		453		1006		1668		910		612		245		594
0.07		4.18879		657		537		1191		1494.5		847		628		244		571.5
0.07		4.363323		726		651		1357		1280		748		634		270		569
0.07		4.537856		809		808		1458		1095		681		616		283.5		613
0.07		4.712389		895.5		1018		1484		954		668		608		262		676
0.07		4.886922		1007		1232		1445		856		675		616		244		756
0.07		5.061455		1161		1386		1356		787		670		630		257		843
0.07		5.235988		1378		1464		1205		707		656		637		297		921
0.07		5.410521		1599.5		1463		1028		631		645.5		637		369		997
0.07		5.585054		1779		1389		856		590		638		630		474		1142
0.07		5.759587		1904		1268		722		583		646		645		561		1358
0.07		5.93412		1983.5		1099		634		570		667.5		702		622		1594
0.07		6.108652		1989		907		582		549.5		671		798		712		1786
0.08		0		1685		595		517		534		649		872		786		1673
0.08		0.1745329		1510		474		455		544		637		938		968		1751
0.08		0.3490659		1309		401.5		408		555		640		985.5		1168		1750
0.08		0.5235988		1129		342		380		567		655		1046		1356		1688
0.08		0.6981317		999		269		368		570		690		1154		1501		1551
0.08		0.8726646		933		208		357		564		760		1303		1577		1357
0.08		1.047198		880		182		350		549		842		1459		1591		1153
0.08		1.221730		803		181		353		536		918		1588		1555		979
0.08		1.396263		704		179		364		536		967		1643		1453		870
